,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
4,4,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 162허3154,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204651&gubun=K,2020.06,"21,190 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
5,5,현대 더 뉴 그랜저 하이브리드 2.4 HEV  익스클루시브,차량번호 170허8234,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204199&gubun=K,2021.04,"26,300 km",가솔린 하이브리드,"2,359 cc (200마력)",검정색,"60개월 / 100,000km",0원,소유,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
24,24,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 162허3154,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204651&gubun=K,2020.06,"21,190 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
25,25,현대 더 뉴 그랜저 하이브리드 2.4 HEV  익스클루시브,차량번호 170허8234,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204199&gubun=K,2021.04,"26,300 km",가솔린 하이브리드,"2,359 cc (200마력)",검정색,"60개월 / 100,000km",0원,소유,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
44,44,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 162허3154,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204651&gubun=K,2020.06,"21,190 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
45,45,현대 더 뉴 그랜저 하이브리드 2.4 HEV  익스클루시브,차량번호 170허8234,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204199&gubun=K,2021.04,"26,300 km",가솔린 하이브리드,"2,359 cc (200마력)",검정색,"60개월 / 100,000km",0원,소유,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
64,64,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 162허3154,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204651&gubun=K,2020.06,"21,190 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
65,65,현대 더 뉴 그랜저 하이브리드 2.4 HEV  익스클루시브,차량번호 170허8234,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204199&gubun=K,2021.04,"26,300 km",가솔린 하이브리드,"2,359 cc (200마력)",검정색,"60개월 / 100,000km",0원,소유,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
84,84,현대 디 올 뉴 그랜저 하이브리드  1.6 터보 HEV 프리미엄,차량번호 163호2060,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199981&gubun=K,2023.03,30 km,가솔린 하이브리드,"1,598 cc ()",흰색,정보없음,0원,소유,무,무,유,유,유,유,무,유,유,유,등록,,,,,,,,,
85,85,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 162허3154,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204651&gubun=K,2020.06,"21,190 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
86,86,현대 더 뉴 그랜저 하이브리드 2.4 HEV  익스클루시브,차량번호 170허8234,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204199&gubun=K,2021.04,"26,300 km",가솔린 하이브리드,"2,359 cc (200마력)",검정색,"60개월 / 100,000km",0원,소유,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
104,104,현대 디 올 뉴 그랜저 하이브리드  1.6 터보 HEV 프리미엄,차량번호 163호2060,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199981&gubun=K,2023.03,30 km,가솔린 하이브리드,"1,598 cc ()",흰색,정보없음,0원,소유,무,무,유,유,유,유,무,유,유,유,등록,,,,,,,,,
105,105,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 162허3154,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204651&gubun=K,2020.06,"21,190 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
106,106,현대 더 뉴 그랜저 하이브리드 2.4 HEV  익스클루시브,차량번호 170허8234,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204199&gubun=K,2021.04,"26,300 km",가솔린 하이브리드,"2,359 cc (200마력)",검정색,"60개월 / 100,000km",0원,소유,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
124,124,현대 디 올 뉴 그랜저 하이브리드  1.6 터보 HEV 프리미엄,차량번호 163호2060,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199981&gubun=K,2023.03,30 km,가솔린 하이브리드,"1,598 cc ()",흰색,정보없음,0원,소유,무,무,유,유,유,유,무,유,유,유,등록,,,,,,,,,
125,125,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 162허3154,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204651&gubun=K,2020.06,"21,190 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
126,126,현대 더 뉴 그랜저 하이브리드 2.4 HEV  익스클루시브,차량번호 170허8234,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204199&gubun=K,2021.04,"26,300 km",가솔린 하이브리드,"2,359 cc (200마력)",검정색,"60개월 / 100,000km",0원,소유,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
500,500,현대 더 뉴 싼타페 2.2 디젤 2WD 캘리그래피 5인승,차량번호 159하8661,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205151&gubun=K,2020.10?(21년형),"50,600 km",디젤,"2,151 cc (202마력)",흰색투톤,불가,0원,소유,유,유,유,유,유,유,유,유,무,유,등록,,,,,,,,,
520,520,현대 더 뉴 싼타페 2.2 디젤 2WD 캘리그래피 5인승,차량번호 159하8661,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205151&gubun=K,2020.10?(21년형),"50,600 km",디젤,"2,151 cc (202마력)",흰색투톤,불가,0원,소유,유,유,유,유,유,유,유,유,무,유,등록,,,,,,,,,
534,534,제네시스 더 올 뉴 G80 2.5 터보 AWD ,차량번호 170하6841,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205044&gubun=K,2021.03,"45,200 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
535,535,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하6087,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205065&gubun=K,2021.01,"36,300 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
536,536,제네시스 더 올 뉴 G80 2.2 디젤,차량번호 170하8629,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204944&gubun=K,2021.07?(22년형),"21,298 km",디젤,"2,151 cc (210마력)",진회색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
537,537,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204425&gubun=K,2021.04,"37,500 km",가솔린,"3,470 cc (380마력)",진청색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
538,538,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204413&gubun=K,2021.05,"37,400 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
539,539,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 170하6969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203448&gubun=K,2021.03,"54,987 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
554,554,제네시스 더 올 뉴 G80 2.5 터보 AWD ,차량번호 170하6841,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205044&gubun=K,2021.03,"45,200 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
555,555,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하6087,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205065&gubun=K,2021.01,"36,300 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
556,556,제네시스 더 올 뉴 G80 2.2 디젤,차량번호 170하8629,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204944&gubun=K,2021.07?(22년형),"21,298 km",디젤,"2,151 cc (210마력)",진회색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
557,557,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204425&gubun=K,2021.04,"37,500 km",가솔린,"3,470 cc (380마력)",진청색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
558,558,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204413&gubun=K,2021.05,"37,400 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
559,559,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 170하6969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203448&gubun=K,2021.03,"54,987 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
574,574,제네시스 더 올 뉴 G80 2.5 터보 AWD ,차량번호 170하6841,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205044&gubun=K,2021.03,"45,200 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
575,575,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하6087,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205065&gubun=K,2021.01,"36,300 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
576,576,제네시스 더 올 뉴 G80 2.2 디젤,차량번호 170하8629,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204944&gubun=K,2021.07?(22년형),"21,298 km",디젤,"2,151 cc (210마력)",진회색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
577,577,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204425&gubun=K,2021.04,"37,500 km",가솔린,"3,470 cc (380마력)",진청색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
578,578,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204413&gubun=K,2021.05,"37,400 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
579,579,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 170하6969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203448&gubun=K,2021.03,"54,987 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
594,594,제네시스 더 올 뉴 G80 2.5 터보 AWD ,차량번호 170하6841,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205044&gubun=K,2021.03,"45,200 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
595,595,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하6087,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205065&gubun=K,2021.01,"36,300 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
596,596,제네시스 더 올 뉴 G80 2.2 디젤,차량번호 170하8629,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204944&gubun=K,2021.07?(22년형),"21,298 km",디젤,"2,151 cc (210마력)",진회색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
597,597,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204425&gubun=K,2021.04,"37,500 km",가솔린,"3,470 cc (380마력)",진청색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
598,598,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204413&gubun=K,2021.05,"37,400 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
599,599,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 170하6969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203448&gubun=K,2021.03,"54,987 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
614,614,제네시스 더 올 뉴 G80 2.5 터보 AWD ,차량번호 170하6841,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205044&gubun=K,2021.03,"45,200 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
615,615,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하6087,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205065&gubun=K,2021.01,"36,300 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
616,616,제네시스 더 올 뉴 G80 2.2 디젤,차량번호 170하8629,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204944&gubun=K,2021.07?(22년형),"21,298 km",디젤,"2,151 cc (210마력)",진회색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
617,617,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204425&gubun=K,2021.04,"37,500 km",가솔린,"3,470 cc (380마력)",진청색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
618,618,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204413&gubun=K,2021.05,"37,400 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
619,619,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 170하6969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203448&gubun=K,2021.03,"54,987 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
634,634,제네시스 더 올 뉴 G80 2.5 터보 AWD ,차량번호 170하6841,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205044&gubun=K,2021.03,"45,200 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
635,635,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하6087,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205065&gubun=K,2021.01,"36,300 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
636,636,제네시스 더 올 뉴 G80 2.2 디젤,차량번호 170하8629,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204944&gubun=K,2021.07?(22년형),"21,298 km",디젤,"2,151 cc (210마력)",진회색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
637,637,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204425&gubun=K,2021.04,"37,500 km",가솔린,"3,470 cc (380마력)",진청색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
638,638,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204413&gubun=K,2021.05,"37,400 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
639,639,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 170하6969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203448&gubun=K,2021.03,"54,987 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
654,654,제네시스 더 올 뉴 G80 2.5 터보 AWD ,차량번호 170하6841,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205044&gubun=K,2021.03,"45,200 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
655,655,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하6087,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205065&gubun=K,2021.01,"36,300 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
656,656,제네시스 더 올 뉴 G80 2.2 디젤,차량번호 170하8629,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204944&gubun=K,2021.07?(22년형),"21,298 km",디젤,"2,151 cc (210마력)",진회색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
657,657,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204425&gubun=K,2021.04,"37,500 km",가솔린,"3,470 cc (380마력)",진청색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
658,658,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204413&gubun=K,2021.05,"37,400 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
659,659,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 170하6969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203448&gubun=K,2021.03,"54,987 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
674,674,제네시스 더 올 뉴 G80 2.5 터보 AWD ,차량번호 170하6841,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205044&gubun=K,2021.03,"45,200 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
675,675,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하6087,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205065&gubun=K,2021.01,"36,300 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
676,676,제네시스 더 올 뉴 G80 2.2 디젤,차량번호 170하8629,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204944&gubun=K,2021.07?(22년형),"21,298 km",디젤,"2,151 cc (210마력)",진회색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
677,677,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204425&gubun=K,2021.04,"37,500 km",가솔린,"3,470 cc (380마력)",진청색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
678,678,제네시스 더 올 뉴 G80 3.5 터보 AWD ,차량번호 170하7237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204413&gubun=K,2021.05,"37,400 km",가솔린,"3,470 cc (380마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
679,679,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 170하6969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203448&gubun=K,2021.03,"54,987 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km",0원,소유,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
685,685,기아 카니발 4세대 3.5 가솔린 9인승  노블레스,차량번호 156호9678,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202058&gubun=K,2023.02,600 km,가솔린,"3,470 cc (294마력)",검정색,"60개월 / 100,000km",0원,소유,,,,,,,,,,,등록,,,,,,,,,
693,693,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진  노블레스 스페셜,차량번호 170하4115,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204564&gubun=K,2020.08,"39,700 km",디젤,"2,199 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
704,704,기아 카니발 4세대 2.2 디젤 9인승 노블레스,차량번호 194호9081,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186840&gubun=K,2022.11?(23년형),20 km,디젤,"2,151 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,무,무,무,유,무,유,등록,,,,,,,,,
706,706,기아 카니발 4세대 3.5 가솔린 9인승  노블레스,차량번호 156호9678,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202058&gubun=K,2023.02,600 km,가솔린,"3,470 cc (294마력)",검정색,"60개월 / 100,000km",0원,소유,,,,,,,,,,,등록,,,,,,,,,
714,714,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진  노블레스 스페셜,차량번호 170하4115,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204564&gubun=K,2020.08,"39,700 km",디젤,"2,199 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
724,724,기아 카니발 4세대 2.2 디젤 9인승 노블레스,차량번호 194호9081,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186840&gubun=K,2022.11?(23년형),20 km,디젤,"2,151 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,무,무,무,유,무,유,등록,,,,,,,,,
726,726,기아 카니발 4세대 3.5 가솔린 9인승  노블레스,차량번호 156호9678,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202058&gubun=K,2023.02,600 km,가솔린,"3,470 cc (294마력)",검정색,"60개월 / 100,000km",0원,소유,,,,,,,,,,,등록,,,,,,,,,
734,734,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진  노블레스 스페셜,차량번호 170하4115,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204564&gubun=K,2020.08,"39,700 km",디젤,"2,199 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
745,745,기아 카니발 4세대 2.2 디젤 9인승 노블레스,차량번호 194호9081,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186840&gubun=K,2022.11?(23년형),20 km,디젤,"2,151 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,무,무,무,유,무,유,등록,,,,,,,,,
747,747,기아 카니발 4세대 3.5 가솔린 9인승  노블레스,차량번호 156호9678,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202058&gubun=K,2023.02,600 km,가솔린,"3,470 cc (294마력)",검정색,"60개월 / 100,000km",0원,소유,,,,,,,,,,,등록,,,,,,,,,
755,755,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진  노블레스 스페셜,차량번호 170하4115,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204564&gubun=K,2020.08,"39,700 km",디젤,"2,199 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
765,765,기아 카니발 4세대 2.2 디젤 9인승 노블레스,차량번호 194호9081,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186840&gubun=K,2022.11?(23년형),20 km,디젤,"2,151 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,무,무,무,유,무,유,등록,,,,,,,,,
767,767,기아 카니발 4세대 3.5 가솔린 9인승  노블레스,차량번호 156호9678,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202058&gubun=K,2023.02,600 km,가솔린,"3,470 cc (294마력)",검정색,"60개월 / 100,000km",0원,소유,,,,,,,,,,,등록,,,,,,,,,
775,775,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진  노블레스 스페셜,차량번호 170하4115,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204564&gubun=K,2020.08,"39,700 km",디젤,"2,199 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
785,785,기아 카니발 4세대 2.2 디젤 9인승 노블레스,차량번호 194호9081,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186840&gubun=K,2022.11?(23년형),20 km,디젤,"2,151 cc (202마력)",검정색,"60개월 / 100,000km",0원,소유,무,무,유,유,무,무,무,유,무,유,등록,,,,,,,,,
787,787,기아 카니발 4세대 3.5 가솔린 9인승  노블레스,차량번호 156호9678,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202058&gubun=K,2023.02,600 km,가솔린,"3,470 cc (294마력)",검정색,"60개월 / 100,000km",0원,소유,,,,,,,,,,,등록,,,,,,,,,
