,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
402,402,현대 더 뉴 아반떼 1.6 디젤 스마트,차량번호 03너2741,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204795&gubun=K,2015.09?(16년형),"149,755 km",디젤,"1,582 cc (136마력)",흰색,만료,650만원,32,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
403,403,현대 더 뉴 아반떼 1.6 디젤  모던,차량번호 41도5642,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205234&gubun=K,2014.01,"49,266 km",디젤,"1,582 cc (128마력)",흰색,만료,700만원,33,무,무,무,유,무,유,무,유,무,유,등록,,,,,,,,,
404,404,현대 아반떼 LPi 하이브리드 1.6 HDE Ⅱ기본형,차량번호 18어9306,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200101&gubun=K,2013.06?(14년형),"34,585 km",LPG 하이브리드,"1,591 cc (114마력)",은색,만료,860만원,36,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
405,405,현대 아반떼 LPi 하이브리드 1.6 HDE Ⅱ기본형,차량번호 18어9516,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200103&gubun=K,2013.06?(14년형),"70,329 km",LPG 하이브리드,"1,591 cc (114마력)",은색,만료,760만원,32,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
406,406,현대 더 뉴 아반떼AD 1.6 LPi   스타일,차량번호 121부6896,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201704&gubun=K,2019.11?(20년형),"107,240 km",LPG,"1,591 cc (120마력)",회색,"60개월 / 100,000km",970만원,59,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
407,407,현대 아반떼AD 1.6 디젤 스마트,차량번호 255두6245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204838&gubun=K,2015.11?(16년형),"118,000 km",디젤,"1,582 cc (136마력)",은색,만료,699만원,35,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
408,408,현대 아반떼AD 1.6 밸류 플러스,차량번호 29구7416,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203325&gubun=K,2018.02,"90,152 km",가솔린,"1,591 cc (132마력)",흰색,만료,860만원,50,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
409,409,현대 더 뉴 아반떼 1.6  인스퍼레이션,차량번호 285수9686,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205311&gubun=K,2020.08?(21년형),"39,227 km",가솔린,"1,598 cc ()",진회색,정보없음,"1,899만원",준비중,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
410,410,현대 아반떼AD 1.6 스마트,차량번호 294우9396,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200319&gubun=K,2015.12?(16년형),"85,279 km",가솔린,"1,591 cc (132마력)",흰색,만료,"1,060만원",60,유,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
411,411,현대 아반떼MD 1.6 M16 프리미어,차량번호 60도7782,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2181813&gubun=K,2011.01,"98,119 km",가솔린,"1,591 cc (140마력)",흰색,만료,480만원,26,유,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
412,412,현대 아반떼AD 1.6 모던,차량번호 42소5584,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166879&gubun=K,2016.12?(17년형),"109,725 km",가솔린,"1,591 cc (132마력)",흰색,만료,720만원,36,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
413,413,현대 아반떼AD 1.6  모던 스페셜,차량번호 24어0273,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205308&gubun=K,2016.01,"96,930 km",가솔린,"1,591 cc (132마력)",흰색,만료,940만원,45,유,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
414,414,현대 아반떼AD 1.6 모던,차량번호 32거0621,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205306&gubun=K,2016.09?(17년형),"78,694 km",가솔린,"1,591 cc (132마력)",진회색,만료,899만원,45,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
415,415,현대 더 뉴 아반떼 1.6  모던,차량번호 34우7042,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205120&gubun=K,2014.02,"45,269 km",가솔린,"1,591 cc (140마력)",흰색,만료,"9,999만원",529,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
416,416,현대 아반떼AD 1.6 스마트,차량번호 57소0881,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205045&gubun=K,2016.03,"135,949 km",가솔린,"1,591 cc (132마력)",흰색,만료,690만원,39,무,무,무,무,무,유,무,유,무,무,등록,,,,,,,,,
417,417,현대 아반떼AD 1.6  밸류 플러스,차량번호 145러4620,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205046&gubun=K,2017.05?(18년형),"127,314 km",가솔린,"1,591 cc (132마력)",흰색,만료,"9,999만원",591,,,,,,,,,,,등록,,,,,,,,,
418,418,현대 아반떼AD 1.6 터보 스포츠  DCT,차량번호 196보3664,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204951&gubun=K,2018.09,"139,091 km",가솔린,"1,591 cc (204마력)",흰색,"60개월 / 100,000km",899만원,41,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
419,419,현대 아반떼AD 1.6 밸류 플러스,차량번호 123두8836,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204678&gubun=K,2017.07?(18년형),"98,007 km",가솔린,"1,591 cc (132마력)",흰색,만료,720만원,42,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
420,420,현대 아반떼AD 1.6  밸류 플러스,차량번호 270누3350,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204277&gubun=K,2016.10?(17년형),"104,007 km",가솔린,"1,591 cc (132마력)",흰색,만료,760만원,44,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
421,421,현대 올 뉴 아반떼  1.6 인스퍼레이션???,차량번호 156우2282,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204410&gubun=K,2020.05?(21년형),"65,551 km",가솔린,"1,598 cc (123마력)",회색,"60개월 / 100,000km","1,880만원",78,무,무,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
422,422,현대 더 뉴 아반떼AD  1.6 스마트 초이스???,차량번호 369두4633,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203518&gubun=K,2019.04,"112,882 km",가솔린,"1,598 cc (123마력)",흰색,"60개월 / 100,000km","1,269만원",75,무,무,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
423,423,현대 더 뉴 아반떼AD  1.6 스타일???,차량번호 243우6177,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201647&gubun=K,2019.04,"80,256 km",가솔린,"1,598 cc (123마력)",청색,"60개월 / 100,000km","1,269만원",73,무,무,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
424,424,현대 쏘나타 뉴 라이즈 2.0 스마트 스페셜,차량번호 337소7361,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205134&gubun=K,2018.08?(19년형),"82,000 km",가솔린,"1,999 cc (163마력)",검정색,불가,"1,599만원",60,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
425,425,현대 YF쏘나타 2.0 터보  F20 최고급형,차량번호 12무1943,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204708&gubun=K,2011.09?(12년형),"100,576 km",가솔린,"1,998 cc (271마력)",회색,만료,560만원,18,무,무,무,유,무,유,무,유,무,무,등록,,,,,,,,,
426,426,현대 쏘나타 2.0  프리미엄 패밀리,차량번호 28누5858,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204691&gubun=K,2019.04?(20년형),"41,101 km",가솔린,"1,999 cc (160마력)",흰색,"60개월 / 100,000km","2,260만원",78,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
427,427,현대 쏘나타 더 브릴리언트 2.0 LPi 스타일,차량번호 19고5860,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199336&gubun=K,2013.07?(14년형),"254,412 km",LPG,"1,999 cc (157마력)",회색,만료,280만원,준비중,무,무,유,무,무,유,무,무,무,무,등록,,,,,,,,,
428,428,현대 LF쏘나타 2.0  스타일,차량번호 22고5714,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203493&gubun=K,2014.09?(15년형),"159,320 km",가솔린,"1,999 cc (168마력)",검정색,만료,760만원,33,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
429,429,현대 LF쏘나타 2.0 스마트,차량번호 11조2191,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2177134&gubun=K,2015.05,"109,235 km",가솔린,"1,999 cc (168마력)",회색,만료,790만원,31,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
430,430,현대 LF쏘나타 2.0 스마트 스페셜,차량번호 183주9906,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200191&gubun=K,2015.10?(16년형),"154,023 km",가솔린,"1,999 cc (168마력)",검정색,만료,760만원,28,무,무,유,유,유,유,무,무,무,유,등록,,,,,,,,,
431,431,현대 YF쏘나타 2.0 LPi  프리미어,차량번호 68머5624,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186761&gubun=K,2009.10?(10년형),"136,830 km",LPG,"1,998 cc (157마력)",검정색,만료,450만원,준비중,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
432,432,현대 쏘나타 2.0  인스퍼레이션,차량번호 310조5937,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205305&gubun=K,2019.05?(20년형),"61,677 km",가솔린,"1,999 cc (160마력)",검정색,"60개월 / 100,000km","1,899만원",57,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
433,433,현대 쏘나타 2.0  프리미엄,차량번호 224버2894,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205262&gubun=K,2019.05?(20년형),"46,707 km",가솔린,"1,999 cc (160마력)",검정색,"60개월 / 100,000km","1,620만원",61,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
434,434,현대 쏘나타 더 브릴리언트 2.0  프리미엄,차량번호 28우5668,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205119&gubun=K,2012.12?(13년형),"133,705 km",가솔린,"1,999 cc (172마력)",검정색,만료,499만원,17,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
435,435,현대 쏘나타 뉴 라이즈 2.0 스마트,차량번호 67버1504,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204403&gubun=K,2018.01,"52,042 km",가솔린,"1,999 cc (163마력)",흰색,만료,"1,160만원",45,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
436,436,현대 LF쏘나타 2.4 익스클루시브,차량번호 59오5452,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203915&gubun=K,2014.05?(15년형),"147,685 km",가솔린,"2,359 cc (193마력)",흰색,만료,740만원,24,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
437,437,현대 쏘나타 뉴 라이즈  2.0 스마트??,차량번호 06러1129,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200843&gubun=K,2017.09?(18년형),"111,627 km",가솔린,"1,999 cc (163마력)",흰색,불가,"1,070만원",42,무,무,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
438,438,현대 쏘나타  2.0 프리미엄 패밀리???,차량번호 369두4698,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203861&gubun=K,2019.04?(20년형),"91,320 km",가솔린,"1,999 cc (160마력)",흰색,"60개월 / 100,000km","1,899만원",66,무,유,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
439,439,현대 YF쏘나타  2.0 CVVL 프라임,차량번호 13버7876,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202958&gubun=K,2011.02,"119,986 km",가솔린,"1,998 cc (172마력)",흰색,만료,499만원,20,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
440,440,현대 YF쏘나타 2.0 LPi  프리미어,차량번호 47모5229,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2197710&gubun=K,2010.03,"359,469 km",LPG,"1,998 cc (157마력)",흰색,만료,299만원,준비중,무,무,유,유,유,유,무,무,무,무,등록,,,,,,,,,
441,441,현대 쏘나타 뉴 라이즈 2.0 LPi  스마트,차량번호 322두9472,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199267&gubun=K,2018.09?(19년형),"73,342 km",LPG,"1,999 cc (151마력)",진회색,"60개월 / 100,000km","1,490만원",66,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
442,442,현대 쏘나타 2.5 터보 N 라인 더 블랙,차량번호 184어6526,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202435&gubun=K,2021.09?(22년형),"3,315 km",가솔린,"2,497 cc (290마력)",검정색,"60개월 / 100,000km","2,499만원",70,,,,,,,,,,,등록,,,,,,,,,
443,443,현대 쏘나타 2.0  프리미엄 플러스,차량번호 111마4274,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204712&gubun=K,2019.04?(20년형),"44,873 km",가솔린,"1,999 cc ()",검정색,정보없음,"2,580만원",준비중,유,유,무,무,무,무,무,무,무,무,등록,,,,,,,,,
444,444,현대 쏘나타 뉴 라이즈 2.0 스마트 스페셜,차량번호 337소7361,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205134&gubun=K,2018.08?(19년형),"82,000 km",가솔린,"1,999 cc (163마력)",검정색,불가,"1,599만원",60,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
445,445,현대 YF쏘나타 2.0 터보  F20 최고급형,차량번호 12무1943,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204708&gubun=K,2011.09?(12년형),"100,576 km",가솔린,"1,998 cc (271마력)",회색,만료,560만원,18,무,무,무,유,무,유,무,유,무,무,등록,,,,,,,,,
446,446,현대 쏘나타 2.0  프리미엄 패밀리,차량번호 28누5858,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204691&gubun=K,2019.04?(20년형),"41,101 km",가솔린,"1,999 cc (160마력)",흰색,"60개월 / 100,000km","2,260만원",78,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
447,447,현대 쏘나타 더 브릴리언트 2.0 LPi 스타일,차량번호 19고5860,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199336&gubun=K,2013.07?(14년형),"254,412 km",LPG,"1,999 cc (157마력)",회색,만료,280만원,준비중,무,무,유,무,무,유,무,무,무,무,등록,,,,,,,,,
448,448,현대 LF쏘나타 2.0  스타일,차량번호 22고5714,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203493&gubun=K,2014.09?(15년형),"159,320 km",가솔린,"1,999 cc (168마력)",검정색,만료,760만원,33,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
449,449,현대 LF쏘나타 2.0 스마트,차량번호 11조2191,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2177134&gubun=K,2015.05,"109,235 km",가솔린,"1,999 cc (168마력)",회색,만료,790만원,31,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
450,450,현대 LF쏘나타 2.0 스마트 스페셜,차량번호 183주9906,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200191&gubun=K,2015.10?(16년형),"154,023 km",가솔린,"1,999 cc (168마력)",검정색,만료,760만원,28,무,무,유,유,유,유,무,무,무,유,등록,,,,,,,,,
451,451,현대 YF쏘나타 2.0 LPi  프리미어,차량번호 68머5624,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186761&gubun=K,2009.10?(10년형),"136,830 km",LPG,"1,998 cc (157마력)",검정색,만료,450만원,준비중,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
452,452,현대 쏘나타 2.0  인스퍼레이션,차량번호 310조5937,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205305&gubun=K,2019.05?(20년형),"61,677 km",가솔린,"1,999 cc (160마력)",검정색,"60개월 / 100,000km","1,899만원",57,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
453,453,현대 쏘나타 2.0  프리미엄,차량번호 224버2894,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205262&gubun=K,2019.05?(20년형),"46,707 km",가솔린,"1,999 cc (160마력)",검정색,"60개월 / 100,000km","1,620만원",61,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
454,454,현대 쏘나타 더 브릴리언트 2.0  프리미엄,차량번호 28우5668,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205119&gubun=K,2012.12?(13년형),"133,705 km",가솔린,"1,999 cc (172마력)",검정색,만료,499만원,17,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
455,455,현대 쏘나타 뉴 라이즈 2.0 스마트,차량번호 67버1504,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204403&gubun=K,2018.01,"52,042 km",가솔린,"1,999 cc (163마력)",흰색,만료,"1,160만원",45,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
456,456,현대 LF쏘나타 2.4 익스클루시브,차량번호 59오5452,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203915&gubun=K,2014.05?(15년형),"147,685 km",가솔린,"2,359 cc (193마력)",흰색,만료,740만원,24,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
457,457,현대 쏘나타 뉴 라이즈  2.0 스마트??,차량번호 06러1129,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200843&gubun=K,2017.09?(18년형),"111,627 km",가솔린,"1,999 cc (163마력)",흰색,불가,"1,070만원",42,무,무,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
458,458,현대 쏘나타  2.0 프리미엄 패밀리???,차량번호 369두4698,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203861&gubun=K,2019.04?(20년형),"91,320 km",가솔린,"1,999 cc (160마력)",흰색,"60개월 / 100,000km","1,899만원",66,무,유,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
459,459,현대 YF쏘나타  2.0 CVVL 프라임,차량번호 13버7876,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202958&gubun=K,2011.02,"119,986 km",가솔린,"1,998 cc (172마력)",흰색,만료,499만원,20,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
460,460,현대 YF쏘나타 2.0 LPi  프리미어,차량번호 47모5229,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2197710&gubun=K,2010.03,"359,469 km",LPG,"1,998 cc (157마력)",흰색,만료,299만원,준비중,무,무,유,유,유,유,무,무,무,무,등록,,,,,,,,,
461,461,현대 쏘나타 뉴 라이즈 2.0 LPi  스마트,차량번호 322두9472,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199267&gubun=K,2018.09?(19년형),"73,342 km",LPG,"1,999 cc (151마력)",진회색,"60개월 / 100,000km","1,490만원",66,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
462,462,현대 쏘나타 2.5 터보 N 라인 더 블랙,차량번호 184어6526,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202435&gubun=K,2021.09?(22년형),"3,315 km",가솔린,"2,497 cc (290마력)",검정색,"60개월 / 100,000km","2,499만원",70,,,,,,,,,,,등록,,,,,,,,,
463,463,현대 쏘나타 2.0  프리미엄 플러스,차량번호 111마4274,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204712&gubun=K,2019.04?(20년형),"44,873 km",가솔린,"1,999 cc ()",검정색,정보없음,"2,580만원",준비중,유,유,무,무,무,무,무,무,무,무,등록,,,,,,,,,
464,464,현대 LF쏘나타  2.0 터보 익스클루시브???,차량번호 333모8681,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199972&gubun=K,2015.12?(16년형),"116,000 km",가솔린,"1,998 cc (245마력)",주황색,불가,"1,390만원",44,유,유,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
465,465,현대 쏘나타 뉴 라이즈 2.0 스마트 스페셜,차량번호 337소7361,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205134&gubun=K,2018.08?(19년형),"82,000 km",가솔린,"1,999 cc (163마력)",검정색,불가,"1,599만원",60,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
466,466,현대 YF쏘나타 2.0 터보  F20 최고급형,차량번호 12무1943,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204708&gubun=K,2011.09?(12년형),"100,576 km",가솔린,"1,998 cc (271마력)",회색,만료,560만원,18,무,무,무,유,무,유,무,유,무,무,등록,,,,,,,,,
467,467,현대 쏘나타 2.0  프리미엄 패밀리,차량번호 28누5858,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204691&gubun=K,2019.04?(20년형),"41,101 km",가솔린,"1,999 cc (160마력)",흰색,"60개월 / 100,000km","2,260만원",78,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
468,468,현대 쏘나타 더 브릴리언트 2.0 LPi 스타일,차량번호 19고5860,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199336&gubun=K,2013.07?(14년형),"254,412 km",LPG,"1,999 cc (157마력)",회색,만료,280만원,준비중,무,무,유,무,무,유,무,무,무,무,등록,,,,,,,,,
469,469,현대 LF쏘나타 2.0  스타일,차량번호 22고5714,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203493&gubun=K,2014.09?(15년형),"159,320 km",가솔린,"1,999 cc (168마력)",검정색,만료,760만원,33,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
470,470,현대 LF쏘나타 2.0 스마트,차량번호 11조2191,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2177134&gubun=K,2015.05,"109,235 km",가솔린,"1,999 cc (168마력)",회색,만료,790만원,31,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
471,471,현대 LF쏘나타 2.0 스마트 스페셜,차량번호 183주9906,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200191&gubun=K,2015.10?(16년형),"154,023 km",가솔린,"1,999 cc (168마력)",검정색,만료,760만원,28,무,무,유,유,유,유,무,무,무,유,등록,,,,,,,,,
472,472,현대 YF쏘나타 2.0 LPi  프리미어,차량번호 68머5624,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186761&gubun=K,2009.10?(10년형),"136,830 km",LPG,"1,998 cc (157마력)",검정색,만료,450만원,준비중,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
473,473,현대 쏘나타 2.0  인스퍼레이션,차량번호 310조5937,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205305&gubun=K,2019.05?(20년형),"61,677 km",가솔린,"1,999 cc (160마력)",검정색,"60개월 / 100,000km","1,899만원",57,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
474,474,현대 쏘나타 2.0  프리미엄,차량번호 224버2894,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205262&gubun=K,2019.05?(20년형),"46,707 km",가솔린,"1,999 cc (160마력)",검정색,"60개월 / 100,000km","1,620만원",61,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
475,475,현대 쏘나타 더 브릴리언트 2.0  프리미엄,차량번호 28우5668,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205119&gubun=K,2012.12?(13년형),"133,705 km",가솔린,"1,999 cc (172마력)",검정색,만료,499만원,17,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
476,476,현대 쏘나타 뉴 라이즈 2.0 스마트,차량번호 67버1504,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204403&gubun=K,2018.01,"52,042 km",가솔린,"1,999 cc (163마력)",흰색,만료,"1,160만원",45,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
477,477,현대 LF쏘나타 2.4 익스클루시브,차량번호 59오5452,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203915&gubun=K,2014.05?(15년형),"147,685 km",가솔린,"2,359 cc (193마력)",흰색,만료,740만원,24,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
478,478,현대 쏘나타 뉴 라이즈  2.0 스마트??,차량번호 06러1129,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200843&gubun=K,2017.09?(18년형),"111,627 km",가솔린,"1,999 cc (163마력)",흰색,불가,"1,070만원",42,무,무,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
479,479,현대 쏘나타  2.0 프리미엄 패밀리???,차량번호 369두4698,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203861&gubun=K,2019.04?(20년형),"91,320 km",가솔린,"1,999 cc (160마력)",흰색,"60개월 / 100,000km","1,899만원",66,무,유,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
480,480,현대 YF쏘나타  2.0 CVVL 프라임,차량번호 13버7876,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202958&gubun=K,2011.02,"119,986 km",가솔린,"1,998 cc (172마력)",흰색,만료,499만원,20,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
481,481,현대 YF쏘나타 2.0 LPi  프리미어,차량번호 47모5229,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2197710&gubun=K,2010.03,"359,469 km",LPG,"1,998 cc (157마력)",흰색,만료,299만원,준비중,무,무,유,유,유,유,무,무,무,무,등록,,,,,,,,,
482,482,현대 쏘나타 뉴 라이즈 2.0 LPi  스마트,차량번호 322두9472,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199267&gubun=K,2018.09?(19년형),"73,342 km",LPG,"1,999 cc (151마력)",진회색,"60개월 / 100,000km","1,490만원",66,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
483,483,현대 쏘나타 2.5 터보 N 라인 더 블랙,차량번호 184어6526,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202435&gubun=K,2021.09?(22년형),"3,315 km",가솔린,"2,497 cc (290마력)",검정색,"60개월 / 100,000km","2,499만원",70,,,,,,,,,,,등록,,,,,,,,,
484,484,현대 싼타페TM  2.2 디젤 2WD 인스퍼레이션???,차량번호 02저4104,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202681&gubun=K,2019.04,"59,412 km",디젤,"2,199 cc (202마력)",흰색,"60개월 / 100,000km","3,190만원",81,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
485,485,현대 싼타페 더 프라임  2.0 디젤 2WD 익스클루시브???,차량번호 10보0760,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203656&gubun=K,2016.03,"165,882 km",디젤,"1,995 cc (186마력)",은색,불가,"1,680만원",52,무,무,유,무,무,무,무,무,유,무,미등록,,,,,,,,,
486,486,현대 싼타페DM 2.0 디젤 2WD 프리미엄,차량번호 30주5336,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204749&gubun=K,2013.01,"140,000 km",디젤,"1,995 cc (184마력)",검정색,만료,950만원,31,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
487,487,현대 싼타페TM 2.0 디젤 2WD 익스클루시브 스페셜,차량번호 57수2299,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201435&gubun=K,2018.11?(19년형),"86,489 km",디젤,"1,995 cc (186마력)",검정색,"60개월 / 100,000km","1,860만원",55,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
